image_name,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
person_nn_0.jpg,0.42975521087646484,0.27522000670433044,0.4264889061450958,0.25576797127723694,0.414347380399704,0.2694200575351715,0.0,0.0,0.38071903586387634,0.2960589528083801,0.43095478415489197,0.349540114402771,0.3574663996696472,0.40515848994255066,0.46523550152778625,0.44757792353630066,0.3478894829750061,0.5321211814880371,0.47908398509025574,0.5631003975868225,0.41661345958709717,0.5849624872207642,0.4409187138080597,0.5889160633087158,0.4013802111148834,0.6220346689224243,0.41549572348594666,0.6932530403137207,0.42326197028160095,0.7480366826057434,0.37923911213874817,0.8038856387138367,0.4309380352497101,0.8408913016319275
person_nn_1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9632793068885803,0.07683851569890976,0.9425830245018005,0.12027333676815033,0.9388201832771301,0.13763485848903656,0.0,0.0,0.9409350156784058,0.24227210879325867,0.0,0.0,0.9770780205726624,0.20785430073738098,0.9099454283714294,0.3013857901096344,0.9078437089920044,0.30791568756103516,0.895896852016449,0.42821425199508667,0.8978341221809387,0.4465250074863434,0.8787809014320374,0.5421136617660522,0.8784366250038147,0.5652340650558472
person_nn_2.jpg,0.44669246673583984,0.283404141664505,0.4439525604248047,0.2654896378517151,0.43274015188217163,0.2758384346961975,0.0,0.0,0.3999197483062744,0.3020768463611603,0.44869476556777954,0.3659590184688568,0.3746906816959381,0.41733673214912415,0.4752953052520752,0.4755439758300781,0.3762896955013275,0.5617568492889404,0.48599720001220703,0.5684416890144348,0.4427439868450165,0.6110418438911438,0.4646804630756378,0.6200046539306641,0.4189690351486206,0.650682270526886,0.45526522397994995,0.7305926084518433,0.4276834726333618,0.7776771783828735,0.4350145161151886,0.8470821976661682,0.4383690357208252,0.879789412021637
person_nn_3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9629042148590088,0.08088915795087814,0.943047821521759,0.1191382110118866,0.9382445216178894,0.1382550746202469,0.0,0.0,0.9415507912635803,0.24058224260807037,0.0,0.0,0.9774172306060791,0.20510666072368622,0.9098920822143555,0.2926199734210968,0.9072099328041077,0.3001791834831238,0.8981383442878723,0.41924068331718445,0.899186372756958,0.4397437572479248,0.8788487911224365,0.5317490100860596,0.878080427646637,0.5576031804084778
person_nn_4.jpg,0.4714582860469818,0.2904849350452423,0.0,0.0,0.4565008282661438,0.2815726697444916,0.0,0.0,0.42002105712890625,0.3105619251728058,0.46325844526290894,0.3889499306678772,0.3924572765827179,0.4342256784439087,0.4879762530326843,0.5076962113380432,0.399393767118454,0.5836153030395508,0.5078725814819336,0.5869089365005493,0.471341609954834,0.6218330264091492,0.4798949956893921,0.6336399912834167,0.43394383788108826,0.6649147272109985,0.48250672221183777,0.7370830774307251,0.440818727016449,0.7959275245666504,0.4660314619541168,0.8220834136009216,0.4391186535358429,0.881912112236023
person_nn_5.jpg,0.0,0.0,0.0,0.0,0.9789667725563049,0.08254116773605347,0.0,0.0,0.9630213379859924,0.08023416996002197,0.9462679624557495,0.12035594880580902,0.9369606971740723,0.13579250872135162,0.0,0.0,0.9398688077926636,0.23809584975242615,0.0,0.0,0.9793601632118225,0.20507214963436127,0.9113247990608215,0.2941160798072815,0.9054233431816101,0.3000974953174591,0.8978453874588013,0.42213618755340576,0.8975388407707214,0.4404822289943695,0.8781449794769287,0.5359720587730408,0.8762067556381226,0.5608519911766052
person_nn_6.jpg,0.4714582860469818,0.2904849350452423,0.0,0.0,0.4565008282661438,0.2815726697444916,0.0,0.0,0.42002105712890625,0.3105619251728058,0.46325844526290894,0.3889499306678772,0.3924572765827179,0.4342256784439087,0.4879762530326843,0.5076962113380432,0.399393767118454,0.5836153030395508,0.5078725814819336,0.5869089365005493,0.471341609954834,0.6218330264091492,0.4798949956893921,0.6336399912834167,0.43394383788108826,0.6649147272109985,0.48250672221183777,0.7370830774307251,0.440818727016449,0.7959275245666504,0.4660314619541168,0.8220834136009216,0.4391186535358429,0.881912112236023
person_nn_7.jpg,0.0,0.0,0.0,0.0,0.9789667725563049,0.08254116773605347,0.0,0.0,0.9630213379859924,0.08023416996002197,0.9462679624557495,0.12035594880580902,0.9369606971740723,0.13579250872135162,0.0,0.0,0.9398688077926636,0.23809584975242615,0.0,0.0,0.9793601632118225,0.20507214963436127,0.9113247990608215,0.2941160798072815,0.9054233431816101,0.3000974953174591,0.8978453874588013,0.42213618755340576,0.8975388407707214,0.4404822289943695,0.8781449794769287,0.5359720587730408,0.8762067556381226,0.5608519911766052
person_nn_8.jpg,0.49848878383636475,0.3109615445137024,0.0,0.0,0.4845999479293823,0.30106016993522644,0.0,0.0,0.4464932978153229,0.32476407289505005,0.48725831508636475,0.38817936182022095,0.4205094277858734,0.44630512595176697,0.5052238702774048,0.5029591917991638,0.4275466203689575,0.6116893887519836,0.5201586484909058,0.5843046307563782,0.5061580538749695,0.6326263546943665,0.49924761056900024,0.642266571521759,0.45156705379486084,0.6746188402175903,0.521248459815979,0.7618845105171204,0.45076611638069153,0.8012051582336426,0.5123188495635986,0.8928205370903015,0.4346790909767151,0.9052868485450745
person_nn_9.jpg,0.0,0.0,0.0,0.0,0.981831431388855,0.07554586976766586,0.0,0.0,0.9635446071624756,0.07523608952760696,0.9589346647262573,0.12148243933916092,0.9354285597801208,0.13427028059959412,0.0,0.0,0.9397949576377869,0.23641972243785858,0.0,0.0,0.9791908860206604,0.20515596866607666,0.9199778437614441,0.2939957082271576,0.9045476317405701,0.2979696989059448,0.9017794132232666,0.4202515184879303,0.896938681602478,0.4366714358329773,0.8767666816711426,0.5363590121269226,0.8755442500114441,0.5610775947570801
